Lat,Lon,Country,Month,Sunlight,Temp,Cloud
26.3351,17.228331,Libya,09,21814.91,98.73333333333333,1.4
26.3351,17.228331,Libya,10,20188.010000000002,92.03225806451613,5.838709677419355
26.3351,17.228331,Libya,11,15970.359999999999,78.56666666666666,18.4
26.3351,17.228331,Libya,12,15696.739999999998,66.3225806451613,19.774193548387096
33.93911,67.709953,Afghanistan,01,14170.130000000001,28.483870967741936,25.225806451612904
33.93911,67.709953,Afghanistan,02,16260.450000000003,29.20689655172414,14.89655172413793
33.93911,67.709953,Afghanistan,03,13121.809999999998,35.58064516129032,41.41935483870968
33.93911,67.709953,Afghanistan,04,18544.17,48.06666666666667,21.333333333333332
33.93911,67.709953,Afghanistan,05,23542.149999999994,65.12903225806451,9.258064516129032
33.93911,67.709953,Afghanistan,06,24241.100000000002,72.96666666666667,6.366666666666666
33.93911,67.709953,Afghanistan,07,25226.41,75.87096774193549,4.161290322580645
33.93911,67.709953,Afghanistan,08,22653.24,71.83870967741936,8.903225806451612
33.93911,67.709953,Afghanistan,09,21610.730000000003,67.73333333333333,2.8333333333333335
33.93911,67.709953,Afghanistan,10,20218.459999999995,54.83870967741935,4.032258064516129
33.93911,67.709953,Afghanistan,11,15872.27,42.6,15.466666666666667
33.93911,67.709953,Afghanistan,12,16116.639999999996,37.67741935483871,12.806451612903226
34.802075,38.996815000000005,Syria,01,14244.66,57.16129032258065,24.35483870967742
34.802075,38.996815000000005,Syria,02,15983.79,68.79310344827586,16.03448275862069
34.802075,38.996815000000005,Syria,03,18374.48,73.35483870967742,17.548387096774192
34.802075,38.996815000000005,Syria,04,20690.329999999998,86.16666666666667,12.133333333333333
34.802075,38.996815000000005,Syria,05,23239.25,89.96774193548387,10.806451612903226
34.802075,38.996815000000005,Syria,06,25220.269999999997,100.16666666666667,3.066666666666667
34.802075,38.996815000000005,Syria,07,26267.960000000003,103.93548387096774,0.6774193548387096
34.802075,38.996815000000005,Syria,08,24393.620000000003,105.06451612903226,2.2580645161290325
34.802075,38.996815000000005,Syria,09,21935.309999999998,94.3,1.5333333333333334
34.802075,38.996815000000005,Syria,10,19509.98,87.45161290322581,7.161290322580645
34.802075,38.996815000000005,Syria,11,15538.079999999998,71.33333333333333,16.533333333333335
34.802075,38.996815000000005,Syria,12,14084.17,57.483870967741936,23.258064516129032
35.126413,33.429859,Cyprus,01,12207.470000000001,59.41935483870968,35.0
35.126413,33.429859,Cyprus,02,14990.240000000002,70.62068965517241,21.344827586206897
35.126413,33.429859,Cyprus,03,17717.359999999997,72.41935483870968,20.612903225806452
35.126413,33.429859,Cyprus,04,20933.51,84.76666666666667,11.133333333333333
35.126413,33.429859,Cyprus,05,21700.569999999996,86.6774193548387,16.903225806451612
35.126413,33.429859,Cyprus,06,24580.670000000002,97.33333333333333,5.766666666666667
35.126413,33.429859,Cyprus,07,25229.9,101.6774193548387,4.806451612903226
35.126413,33.429859,Cyprus,08,23891.980000000007,100.51612903225806,4.387096774193548
35.126413,33.429859,Cyprus,09,20633.97,93.13333333333334,7.3
35.126413,33.429859,Cyprus,10,19308.76,86.74193548387096,7.935483870967742
35.126413,33.429859,Cyprus,11,14855.55,74.0,20.066666666666666
35.126413,33.429859,Cyprus,12,11157.209999999997,59.903225806451616,39.03225806451613
37.09024,-95.712891,United States,01,7334.989999999998,42.096774193548384,60.54838709677419
37.09024,-95.712891,United States,02,12017.359999999999,54.62068965517241,36.241379310344826
37.09024,-95.712891,United States,03,11259.47,64.58064516129032,49.645161290322584
37.09024,-95.712891,United States,04,12819.03,71.93333333333334,45.56666666666667
37.09024,-95.712891,United States,05,10944.15,74.38709677419355,58.25806451612903
37.09024,-95.712891,United States,06,18352.890000000003,89.83333333333333,30.566666666666666
37.09024,-95.712891,United States,07,17575.44,91.96774193548387,34.38709677419355
37.09024,-95.712891,United States,08,13560.18,91.70967741935483,46.25806451612903
37.09024,-95.712891,United States,09,14330.2,85.66666666666667,35.7
37.09024,-95.712891,United States,10,13011.79,76.38709677419355,37.774193548387096
37.09024,-95.712891,United States,11,10315.240000000003,62.86666666666667,43.43333333333333
37.09024,-95.712891,United States,12,9186.710000000001,43.87096774193548,48.83870967741935
38.969719,59.556278000000006,Turkmenistan,01,11046.939999999999,49.67741935483871,39.16129032258065
38.969719,59.556278000000006,Turkmenistan,02,13271.830000000002,54.86206896551724,28.96551724137931
38.969719,59.556278000000006,Turkmenistan,03,16400.060000000005,65.96774193548387,26.161290322580644
38.969719,59.556278000000006,Turkmenistan,04,18242.04,74.66666666666667,23.7
38.969719,59.556278000000006,Turkmenistan,05,22405.819999999996,88.7741935483871,15.96774193548387
38.969719,59.556278000000006,Turkmenistan,06,24281.24,96.33333333333333,9.166666666666666
38.969719,59.556278000000006,Turkmenistan,07,24900.14999999999,101.19354838709677,8.161290322580646
38.969719,59.556278000000006,Turkmenistan,08,24932.800000000003,99.25806451612904,1.7419354838709677
38.969719,59.556278000000006,Turkmenistan,09,21183.170000000002,88.96666666666667,5.3
38.969719,59.556278000000006,Turkmenistan,10,16991.81,65.61290322580645,18.387096774193548
38.969719,59.556278000000006,Turkmenistan,11,15024.650000000001,52.86666666666667,16.866666666666667
38.969719,59.556278000000006,Turkmenistan,12,12524.160000000002,47.54838709677419,29.096774193548388
45.943160999999996,24.96676,Romania,01,6050.470000000001,31.387096774193548,64.06451612903226
45.943160999999996,24.96676,Romania,02,8407.120000000003,48.827586206896555,53.310344827586206
45.943160999999996,24.96676,Romania,03,11197.640000000001,53.70967741935484,49.516129032258064
45.943160999999996,24.96676,Romania,04,14535.77,69.2,40.13333333333333
45.943160999999996,24.96676,Romania,05,16427.699999999997,69.70967741935483,41.193548387096776
45.943160999999996,24.96676,Romania,06,17626.890000000003,82.73333333333333,37.6
45.943160999999996,24.96676,Romania,07,20470.09,85.48387096774194,28.161290322580644
45.943160999999996,24.96676,Romania,08,19445.48,85.51612903225806,25.580645161290324
45.943160999999996,24.96676,Romania,09,15602.549999999997,78.83333333333333,30.833333333333332
45.943160999999996,24.96676,Romania,10,9861.320000000002,57.25806451612903,51.516129032258064
45.943160999999996,24.96676,Romania,11,8783.739999999998,46.2,48.06666666666667
45.943160999999996,24.96676,Romania,12,8065.650000000001,31.129032258064516,50.193548387096776
46.818188,8.227511999999999,Switzerland,01,7077.530000000001,29.70967741935484,58.0
46.818188,8.227511999999999,Switzerland,02,6354.04,31.517241379310345,64.55172413793103
46.818188,8.227511999999999,Switzerland,03,12044.510000000004,34.774193548387096,46.225806451612904
46.818188,8.227511999999999,Switzerland,04,10457.160000000002,43.36666666666667,57.333333333333336
46.818188,8.227511999999999,Switzerland,05,14057.009999999998,50.774193548387096,49.806451612903224
